AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A682598,,7/12/14 15:55,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A693775,,1/11/15 13:56,0,In Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A664714,Bruce,10/25/13 17:28,0,Aggressive,Dog,Male,4,Pit Bull Mix,Blue/White
A662512,Dazzle,11/21/13 15:44,1,Foster,Dog,Female,<1,Labrador Retriever/Chinese Sharpei,Black/White
A699319,Jumpin Jax,5/3/15 12:01,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A691306,Kane,11/12/14 17:54,0,Aggressive,Dog,Male,4,Pit Bull Mix,Black/White
A705208,,6/14/15 17:03,0,Suffering,Cat,Unknown,<1,Domestic Shorthair Mix,Black
A696100,Prancer,2/4/15 18:28,1,,Dog,Male,5,Dachshund Mix,Chocolate/Tan
A697480,Pepita,3/1/15 17:36,1,,Dog,Female,<1,Pit Bull Mix,Brown/White
A690100,Monkey,12/27/14 15:43,1,Foster,Cat,Female,<1,Domestic Longhair Mix,Brown Tabby
A664754,,10/13/13 18:03,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A706348,,7/1/15 16:46,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A696738,Scooby,6/21/15 13:00,1,,Dog,Male,<1,Pit Bull Mix,Blue/White
A668629,Bonbon,12/13/13 12:45,1,,Dog,Female,6,Chihuahua Longhair Mix,Chocolate
A666955,,11/15/13 11:13,1,,Dog,Female,<1,Labrador Retriever Mix,Black/Black Brindle
A679172,Tony,5/23/14 17:46,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A692385,Tux,11/24/14 18:50,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A666400,Chloe,1/29/14 13:20,1,Foster,Dog,Female,8,Miniature Pinscher,Black/Tan
A675115,,3/24/14 17:25,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A682024,Bruce Wayne,7/12/14 17:34,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A683319,Theo,8/21/14 7:39,1,Foster,Dog,Male,<1,Chihuahua Shorthair Mix,Tan/White
A680130,Gloria,6/24/14 12:58,1,Foster,Cat,Female,3,Domestic Shorthair Mix,Black
A697104,Doc,3/15/15 11:20,1,,Dog,Male,1,Chihuahua Shorthair Mix,White/Brown
A669562,Banjo,1/1/14 16:41,1,,Dog,Male,<1,Cairn Terrier Mix,Brown
A711073,Lalo,9/12/15 18:39,1,,Cat,Male,<1,Domestic Shorthair Mix,White/Black
A688107,Anatoli,11/29/14 11:49,1,,Dog,Male,2,Labrador Retriever Mix,Tan/White
A664481,Costello,10/6/13 17:18,1,,Dog,Male,<1,Dachshund Wirehair/Border Terrier,Black/Tan
A662805,Hop,10/25/13 17:55,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A708040,Elwood,8/5/15 12:10,1,,Dog,Male,5,Labrador Retriever Mix,Chocolate/White
A689180,,10/17/14 17:10,1,Foster,Dog,Male,<1,Golden Retriever Mix,Brown/White
A715744,Will,11/15/15 9:05,0,At Vet,Cat,Male,<1,Siamese Mix,Flame Point
A705625,Jack,7/11/15 13:27,1,,Dog,Male,2,Pit Bull Mix,Brown/White
A675884,Elliot,4/28/14 10:20,1,Foster,Dog,Male,<1,Beagle Mix,Black/Tan
A693457,,12/8/14 13:53,0,Suffering,Cat,Female,10,Domestic Shorthair Mix,Tortie
A698270,Gretchen,5/26/15 17:57,1,,Dog,Female,2,Pit Bull Mix,Brown/White
A666110,Precious,1/17/15 16:37,1,,Dog,Female,2,Staffordshire Mix,Brown/Black
A711555,Trina,10/18/15 19:22,1,,Dog,Female,9,Chihuahua Shorthair,Black/White
A716753,Ozzy,12/13/15 14:00,1,,Dog,Male,2,Landseer Mix,White/Black
A703302,,5/26/15 18:13,1,,Dog,Male,2,Papillon Mix,Tricolor
A696755,April,1/9/16 17:52,1,,Dog,Female,1,Pit Bull Mix,Yellow Brindle/White
A682215,Pancake,8/1/14 13:54,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A694366,Jewel,12/28/14 17:26,1,,Dog,Female,2,Labrador Retriever/Australian Cattle Dog,White/Brown
A670906,Freya,1/21/14 17:42,1,,Dog,Female,<1,Australian Shepherd/Labrador Retriever,Tan/White
A685521,,8/18/14 19:19,1,,Dog,Male,<1,Australian Cattle Dog Mix,White/Brown
A660101,Bella,1/5/14 17:18,1,Foster,Cat,Female,6,Domestic Shorthair Mix,White
A706256,Groot,7/2/15 17:40,1,,Dog,Male,<1,German Shepherd Mix,Tan
A671715,Kevin,3/30/14 16:15,1,,Dog,Male,1,Pit Bull Mix,Blue/White
A705870,Brandi,7/15/15 11:41,0,Suffering,Cat,Female,<1,Domestic Shorthair Mix,Calico
A661314,Momma,10/16/13 13:33,1,,Cat,Female,2,Domestic Shorthair Mix,White/Black
A688350,Peaches,9/24/14 18:26,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Cream/White
A713825,Nemo,12/29/15 13:11,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A713389,Maya,10/11/15 18:31,1,,Dog,Female,<1,Manchester Terrier Mix,Black/Tan
A687239,Lucy,9/9/14 17:04,1,,Dog,Female,<1,Plott Hound Mix,Brown Brindle/White
A689994,,10/17/14 15:47,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A699899,Abby,6/16/15 8:50,1,Foster,Cat,Female,1,Domestic Shorthair Mix,Black
A668905,,12/23/13 16:15,1,,Dog,Female,2,Boxer Mix,Red/White
A694453,,1/1/15 17:27,1,,Dog,Female,<1,German Shepherd Mix,Brown/Black
A713041,,10/7/15 18:34,1,,Dog,Female,1,Labrador Retriever Mix,White
A688252,Daisy,9/27/14 14:40,1,,Dog,Female,8,Pointer/Labrador Retriever,White/Black
A683112,,7/12/14 13:20,1,,Cat,Male,2,Domestic Shorthair Mix,Black
A712790,Bob,10/26/15 15:40,1,,Cat,Male,5,Domestic Shorthair Mix,Blue Tabby
A699352,Rocky,4/6/15 11:44,1,,Dog,Male,1,Miniature Poodle Mix,White
A675427,,4/3/14 17:07,1,,Dog,Male,<1,Pug Mix,Tan/Black
A692190,Henry,4/23/15 18:36,0,Suffering,Dog,Male,6,Dachshund Longhair Mix,Black/Tan
A718752,Coby,1/12/16 16:21,1,,Dog,Male,<1,Plott Hound Mix,Tricolor
A711705,,9/13/15 15:45,0,Suffering,Cat,Female,12,Domestic Medium Hair Mix,Black/White
A686084,,8/22/14 18:25,1,,Dog,Female,1,Siberian Husky Mix,Black/White
A679868,Tiger Lily,12/6/14 13:39,1,Foster,Dog,Female,<1,Boxer Mix,White/Brown Brindle
A717309,Trapper,1/2/16 17:13,1,,Cat,Male,2,Domestic Shorthair Mix,Orange Tabby
A703679,,8/26/15 19:03,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A710309,Jj,9/24/15 17:50,1,,Dog,Male,2,Dalmatian Mix,White/Black
A689030,Max,10/27/14 17:13,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A694242,,12/28/14 17:32,1,,Dog,Female,<1,Dachshund Mix,Brown Brindle/White
A677140,Trudy,6/27/14 17:09,1,,Dog,Female,2,Labrador Retriever Mix,Black
A693703,Sauce,12/15/14 13:15,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Brown
A673130,Molly,3/11/14 13:06,1,Foster,Dog,Female,5,Maltese,White
A711627,,9/10/15 13:34,0,Suffering,Cat,Male,<1,Domestic Medium Hair Mix,Black
A666186,,2/17/14 13:38,0,Suffering,Cat,Female,2,Domestic Shorthair Mix,Torbie
A697759,,2/28/15 9:38,0,In Kennel,Dog,Female,1,Chihuahua Shorthair Mix,Black/White
A705134,Brownie,7/18/15 20:14,1,Foster,Cat,Male,<1,Domestic Longhair Mix,Black/White
A667041,Ethyl,2/3/14 12:45,1,,Dog,Female,2,Carolina Dog Mix,White/Black
A685480,Jelly,8/16/14 13:51,1,,Cat,Female,<1,Domestic Shorthair Mix,Black
A684158,,7/20/14 12:37,0,Suffering,Cat,Male,1,Domestic Shorthair Mix,Orange Tabby
A673541,,3/2/14 17:09,1,,Dog,Female,<1,Labrador Retriever Mix,White/Brown Brindle
A660154,Owen,10/5/13 13:55,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A697166,Grace,5/2/15 21:32,1,Offsite,Dog,Female,<1,Labrador Retriever/Anatol Shepherd,White/Black
A680869,Ponyboy,6/23/14 12:37,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A662180,Lonnie G.,12/7/13 16:32,1,,Dog,Male,2,Pit Bull Mix,Black/White
A718900,,1/17/16 18:01,0,In Kennel,Dog,Female,2,Labrador Retriever Mix,Brown
A680241,Georgia,6/29/14 12:28,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie/White
A720256,Trunks,2/9/16 17:02,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A666926,Smokey,11/16/13 17:17,1,,Cat,Male,<1,Domestic Shorthair Mix,Black Smoke
A684627,Abigail,8/12/14 17:02,1,,Dog,Female,<1,German Shepherd Mix,Sable
A688073,,9/14/14 14:21,0,Suffering,Cat,Female,10,Domestic Shorthair Mix,Orange Tabby
A643090,Shiner,11/1/14 15:20,0,Aggressive,Dog,Male,2,Boxer/Jack Russell Terrier,White/Tan
A709386,Jean Luc,8/18/15 17:12,1,,Cat,Male,<1,Domestic Medium Hair Mix,Cream Tabby
A673297,Amos,5/31/14 18:17,1,Foster,Dog,Male,1,Maltese,White
A720656,Gypsy,2/18/16 18:28,1,,Dog,Female,2,Miniature Poodle,White
A682326,Ann Richards,6/28/14 16:56,1,,Cat,Female,<1,Domestic Longhair Mix,Brown Tabby/White
A720531,Patrick,2/21/16 15:48,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A695846,Dixie,2/16/15 18:50,1,,Dog,Female,2,Staffordshire Mix,Blue/White
A680424,,6/7/14 18:17,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Tan/Black
A718740,Narles Barkl,1/16/16 12:07,1,,Dog,Male,1,Australian Cattle Dog Mix,Red/Red Merle
A683020,Mimi,9/6/15 16:43,1,,Dog,Female,2,Pit Bull Mix,White
A676955,Raz,7/26/14 12:44,1,Foster,Cat,Male,7,Siamese Mix,Seal Point
A667009,Michaelangel,11/27/13 13:19,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue
A696144,Bentley,1/31/15 18:35,1,,Dog,Male,4,Chihuahua Shorthair/Cardigan Welsh Corgi,Black/White
A702342,Bailey,5/16/15 16:58,1,,Dog,Female,<1,German Shepherd Mix,Sable/White
A670737,,1/19/14 17:57,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue/White
A710363,Wilma,8/30/15 18:06,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A689907,Tiny,10/18/14 18:19,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A697451,Clover,6/7/15 17:59,1,,Dog,Female,3,Miniature Schnauzer/Cairn Terrier,Gray/Black
A683831,Hallie,8/1/14 15:05,1,,Dog,Female,2,Blue Lacy Mix,Blue/White
A689679,Henny,11/6/14 16:32,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A717617,Strudel,2/2/16 11:49,1,Foster,Dog,Female,<1,Pit Bull Mix,White/Brown
A567214,Lilly Bell,4/25/15 15:07,1,,Dog,Female,5,Labrador Retriever Mix,Black
A683495,Bowser,7/19/14 13:32,1,,Dog,Male,4,Chesa Bay Retr Mix,Brown Merle
A686715,,8/27/14 11:21,0,Suffering,Dog,Female,1,Pit Bull Mix,Brown Brindle/White
A702576,Georgie,6/8/15 12:57,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A702336,,6/30/15 12:56,1,Foster,Cat,Female,<1,Siamese Mix,Flame Point
A687439,,10/21/14 18:16,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A663070,Edith,12/24/13 13:31,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A694461,Baxter,1/9/15 11:38,1,,Dog,Male,8,Chihuahua Shorthair Mix,Tan
A707048,Charlie,9/20/15 16:54,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A698842,Juno,3/25/15 15:39,1,,Dog,Female,3,German Shepherd Mix,Tan/Black
A674916,Charlie,3/24/14 17:32,1,,Dog,Male,1,Chihuahua Shorthair Mix,Tan
A668361,Gizmo,1/5/14 15:49,1,,Dog,Male,1,Chihuahua Shorthair Mix,Tan/Brown
A643153,Aurora,10/5/13 12:43,1,,Dog,Female,1,German Shepherd Mix,Black/Brown
A662436,Holly,12/31/13 15:38,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue
A670443,Jack,1/12/14 12:10,1,,Dog,Male,6,Jack Russell Terrier Mix,Tricolor
A691693,,11/10/14 18:44,0,Suffering,Cat,Female,3,Domestic Shorthair Mix,Blue Tabby
A706053,Hudson,6/29/15 18:20,1,,Dog,Male,<1,Anatol Shepherd Mix,Brown/White
A672765,Scrappy,7/25/15 18:00,1,,Dog,Male,4,Norwich Terrier/Cairn Terrier,White
A668658,Lila,12/22/13 15:22,1,,Dog,Female,<1,Pit Bull Mix,Yellow/White
A713226,Peony,1/15/16 11:44,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A637291,Luna,1/4/15 18:57,1,,Cat,Female,2,Domestic Shorthair Mix,Blue Tabby
A712183,,9/26/15 9:07,1,,Dog,Male,1,Chihuahua Shorthair Mix,Tan
A690724,Nikita,11/23/14 18:39,1,,Cat,Female,<1,Domestic Longhair Mix,Black/White
A693380,Izzy,12/11/14 18:51,1,,Dog,Female,<1,Dachshund Mix,Tricolor
A685482,Pip,8/18/14 12:24,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A674569,Amelia,3/22/14 17:53,1,,Dog,Female,2,Lhasa Apso/Miniature Schnauzer,Gray/White
A677629,Scruffles,7/4/14 13:19,1,,Cat,Female,3,Domestic Longhair Mix,Torbie
A669366,,12/29/13 13:44,1,,Dog,Male,<1,Parson Russell Terrier Mix,White/Tan
A684295,Ladybird,8/21/14 17:43,1,,Dog,Female,2,Labrador Retriever Mix,Brown
A684299,Lucy,8/27/14 18:00,1,,Dog,Female,8,Australian Shepherd Mix,Black/Tan
A710672,Ponyo,8/31/15 17:15,1,,Dog,Female,<1,Catahoula/Cardigan Welsh Corgi,Black/White
A684882,,8/6/14 18:26,1,,Dog,Female,2,Dachshund Mix,Tan/White
A685630,Tonka,8/17/14 18:18,1,,Dog,Male,2,Great Pyrenees Mix,White/Buff
A692469,Bella,11/29/14 17:02,1,,Cat,Female,<1,Siamese Mix,Seal Point
A696317,Lazey,2/8/15 18:27,1,,Dog,Female,<1,Pharaoh Hound Mix,Tan
A680360,Macie,11/15/14 12:55,1,,Dog,Female,4,Dalmatian/Labrador Retriever,Black/White
A677959,,7/12/14 11:36,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby
A675894,Cleopatra,5/31/14 16:06,0,Suffering,Cat,Female,7,Domestic Shorthair Mix,Calico
A695741,Libby,5/25/15 13:00,1,,Dog,Female,1,Pit Bull Mix,Brown/White
A694911,,1/6/15 16:05,0,In Kennel,Cat,Female,2,Domestic Shorthair Mix,Black
A612925,Blake,8/24/14 16:42,1,,Dog,Male,3,Australian Shepherd Mix,White/Brown
A680974,,6/15/14 11:15,1,,Dog,Male,<1,Australian Shepherd/Border Collie,Sable/White
A700684,Hero,5/15/15 12:09,0,In Kennel,Dog,Male,10,Australian Cattle Dog Mix,White/Black
A695638,Ruby,2/16/15 17:00,1,Foster,Dog,Female,<1,Border Collie Mix,Sable/White
A709217,,8/7/15 16:09,0,Suffering,Cat,Male,1,Domestic Shorthair Mix,Orange Tabby
A685468,Meowski,11/19/14 13:45,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A676814,Doug,4/20/14 17:54,1,,Dog,Male,2,Miniature Poodle Mix,White
A712666,,9/30/15 18:09,1,,Dog,Male,1,Pit Bull Mix,Black/White
A698159,,3/10/15 18:27,1,,Dog,Male,1,Miniature Poodle Mix,White
A718031,Junior,1/30/16 17:26,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A669164,Simba,12/22/13 18:22,1,,Dog,Male,1,German Shepherd Mix,Sable
A708188,Beasley,7/31/15 9:32,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue
A667182,Olive,11/18/13 17:46,1,,Dog,Female,<1,Pointer/Pit Bull,Chocolate/White
A672647,Pony Girl,3/8/14 13:08,1,Offsite,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby
A719638,Marcia,2/3/16 12:45,1,,Cat,Female,<1,Domestic Longhair Mix,Brown Tabby
A701642,Sidney,6/16/15 8:47,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A713148,Amos,11/3/15 10:12,1,Foster,Dog,Male,<1,Boxer Mix,Brown Brindle
A666821,Cat 1,12/1/13 17:50,1,,Cat,Female,<1,Siamese/Domestic Shorthair,Black
A688582,Caramel,9/29/14 15:15,0,Behavior,Dog,Female,3,Pit Bull Mix,Brown Brindle/White
A597023,Rusty,12/5/13 18:25,0,Rabies Risk,Dog,Male,2,Pit Bull Mix,Chocolate/White
A654642,Roxie,6/7/14 15:45,1,,Dog,Female,1,Saluki Mix,Brown/Black
A685613,Louie,9/4/14 17:15,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby
A680183,Coyote,6/28/14 17:58,1,,Dog,Male,3,Chihuahua Longhair Mix,Black/White
A703371,Nina,5/31/15 17:29,1,,Dog,Female,2,Cairn Terrier Mix,Tan/White
A686629,Dot,8/25/14 18:54,1,,Dog,Female,<1,Border Collie Mix,White/Black
A691846,Manny,11/29/14 14:53,1,,Dog,Male,3,American Bulldog Mix,White
A651249,Blackie,2/6/15 18:41,0,Aggressive,Dog,Female,3,Boxer/Labrador Retriever,Black/White
A498842,Shine,3/7/15 9:37,0,Aggressive,Dog,Male,8,Pit Bull,Brown Brindle/White
A708519,Pima,9/12/15 19:22,1,,Cat,Female,3,Siamese Mix,Tortie Point
A700961,Wishbone,8/22/15 17:07,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A673909,Kobe,5/11/14 15:26,1,,Dog,Female,6,Labrador Retriever Mix,Yellow
A717722,George,1/10/16 17:22,1,,Cat,Male,<1,Siamese Mix,Lilac Point
A691732,Copper,1/8/16 14:10,1,Foster,Dog,Male,3,Catahoula Mix,Tan/White
A701121,Max,6/23/15 17:20,1,Foster,Dog,Male,<1,Yorkshire Terrier/Rat Terrier,Tricolor
A686994,Ellie,1/10/15 12:28,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A706272,Isaac,7/18/15 17:02,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A713216,Sylvester,12/26/15 15:57,1,,Cat,Male,3,Domestic Shorthair Mix,Black/White
A686553,Smokey,8/30/14 14:46,1,,Dog,Male,1,Black/Tan Hound Mix,Tricolor
A690624,Oils,10/29/14 14:27,1,,Cat,Male,3,Domestic Shorthair Mix,Black
A714117,Amador,10/24/15 18:52,1,,Dog,Male,4,Chihuahua Shorthair Mix,Black
A718000,,1/17/16 18:43,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A677836,,7/12/14 11:43,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A713613,,10/9/15 15:12,0,Suffering,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby
A707658,Mint,8/19/15 17:59,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A693045,,12/1/14 10:13,0,Suffering,Cat,Male,6,Domestic Shorthair,Blue Tabby/White
A711604,Benny,9/20/15 15:07,1,,Cat,Male,<1,Manx Mix,Black
A712391,,1/22/16 9:50,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby
A695986,Nani,5/28/15 15:47,1,,Dog,Female,1,Pit Bull Mix,Brown/White
A669450,,12/22/13 8:32,0,Rabies Risk,Cat,Unknown,<1,Domestic Shorthair Mix,Brown Tabby
A694218,Snowflake,12/26/14 17:34,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A680740,Silver,7/12/14 12:49,1,,Cat,Female,2,Domestic Medium Hair Mix,Tortie
A685827,Papi,8/13/14 14:31,0,Suffering,Dog,Male,<1,Chihuahua Shorthair Mix,Tan/White
A708614,Capote,9/27/15 18:20,1,,Cat,Male,5,Domestic Medium Hair Mix,White/Brown Tabby
A594400,Jordan,4/4/15 12:08,1,,Dog,Female,6,Boxer Mix,Brown
A680536,Lilly,7/12/14 13:56,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby/White
A575214,Bebe,8/17/15 19:02,1,,Dog,Female,7,Blue Lacy Mix,Blue/White
A679752,Patches,7/12/14 20:26,1,Foster,Cat,Male,<1,Domestic Medium Hair Mix,White/Brown Tabby
A719927,Daisy,2/13/16 16:29,1,,Dog,Female,9,Bluetick Hound Mix,Black/White
A710829,,9/1/15 18:52,1,,Dog,Female,2,Miniature Pinscher,Chocolate
A717518,Cherry,12/13/15 19:01,1,,Dog,Female,<1,Australian Cattle Dog Mix,Red/White
A669908,Tara,2/18/14 18:13,1,,Dog,Female,3,Labrador Retriever Mix,Black
A691479,Annabelle,2/12/15 8:27,1,Foster,Dog,Female,7,Labrador Retriever Mix,Black
A706212,Giselle,9/26/15 17:40,1,,Cat,Female,<1,Domestic Shorthair Mix,Cream Tabby
A704265,Rookie,7/28/15 17:18,1,,Dog,Male,1,Staffordshire Mix,White/Brown
A680957,Copper,6/15/14 12:10,1,,Dog,Male,4,Golden Retriever/Labrador Retriever,Gold/White
A681827,Quincy,7/7/14 17:54,0,Aggressive,Dog,Male,3,Collie Smooth Mix,Gold/White
A702669,,5/16/15 17:00,0,In Kennel,Cat,Unknown,1,Domestic Shorthair Mix,Blue Tabby
A702492,Margot,6/20/15 8:25,1,Foster,Cat,Female,<1,Domestic Longhair Mix,Blue/White
A706846,Mugsie,8/30/15 12:48,1,Foster,Dog,Male,<1,Chihuahua Shorthair/Pug,Sable/Black
A604955,Pollydoodle,11/24/14 12:52,1,,Dog,Female,4,American Staffordshire Terrier Mix,Brown Brindle/White
A683497,Max,7/22/14 17:06,1,,Dog,Male,1,German Shepherd,Brown/Black
A714511,Josilyn,10/28/15 12:47,1,,Dog,Female,5,Miniature Poodle Mix,Apricot
A709905,,8/15/15 8:05,0,In Kennel,Cat,Female,<1,Domestic Shorthair Mix,Blue Smoke
A713485,Kuku,11/21/15 18:25,1,,Cat,Female,<1,Domestic Medium Hair Mix,Calico
A693967,Betty,12/28/14 18:59,1,,Dog,Female,8,Chihuahua Shorthair Mix,White/Brown
A701076,Wilbur,5/23/15 15:02,1,,Cat,Male,<1,Domestic Shorthair Mix,Black Smoke/White
A660136,Puffy,10/6/13 9:46,1,Offsite,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A706052,Minnie,7/18/15 18:51,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A695630,,1/25/15 18:47,1,,Dog,Female,2,German Shepherd Mix,Brown/Black
A662227,Austin,8/5/14 8:46,1,Foster,Cat,Female,10,Domestic Shorthair Mix,Calico
A674573,Maddie,3/24/14 18:09,1,,Dog,Female,<1,Carolina Dog Mix,Tan/Black
A713385,Mowgli,10/11/15 11:41,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Black/Tan
A677898,Ritzy,6/7/14 16:18,1,,Cat,Female,1,Domestic Shorthair Mix,Black/White
A697732,,3/3/15 18:15,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A680121,Daisy,7/1/14 18:47,1,,Dog,Female,<1,Golden Retriever Mix,Red/White
A695703,Wiley,1/26/15 13:36,1,,Dog,Male,1,Pug/Chihuahua Shorthair,Buff
A671547,Shelby,4/8/14 12:27,0,Aggressive,Dog,Female,2,Pit Bull Mix,Fawn/White
A703589,Ms. Piper,5/31/15 17:58,1,,Cat,Female,<1,Domestic Medium Hair Mix,Black Tabby
A665212,Lonnie,12/26/13 9:56,1,,Dog,Male,4,Labrador Retriever Mix,Brown/White
A702990,Anasa,6/14/15 11:36,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A702473,Beullah,5/30/15 18:29,1,,Cat,Female,6,Domestic Shorthair Mix,Torbie
A683865,Trudy,8/10/14 12:56,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A689257,Hailey,10/7/14 16:46,1,,Dog,Female,2,Australian Cattle Dog Mix,White/Brown
A684487,Bella,7/27/14 13:15,1,,Dog,Female,<1,Miniature Schnauzer Mix,Black/Brown
A684700,,8/1/14 19:07,1,,Dog,Male,<1,Labrador Retriever/Great Pyrenees,Brown/White
A675069,Spring,6/24/14 11:06,0,Suffering,Cat,Female,10,Domestic Shorthair Mix,Calico/Orange Tabby
A706940,Dory,7/18/15 12:28,1,,Dog,Female,2,Labrador Retriever Mix,Black/White
A698898,Summer,4/6/15 18:56,1,,Dog,Female,3,Australian Cattle Dog Mix,Brown/White
A691881,Poot,11/12/14 16:57,1,,Dog,Male,7,Chihuahua Shorthair Mix,Tan/White
A688593,Sophie,12/31/14 12:56,1,Foster,Dog,Female,12,Chihuahua Shorthair Mix,White/Black
A714708,Huggy Bear,11/3/15 17:42,1,,Dog,Male,1,Labrador Retriever/German Shepherd,Black/White
A642946,Pico,12/7/14 13:31,1,,Cat,Female,2,Domestic Shorthair Mix,Brown Tabby/White
A704861,Annabelle,7/14/15 14:49,1,,Cat,Female,<1,Domestic Longhair Mix,Black
A686221,Sparky,8/27/14 18:05,1,,Cat,Male,<1,Domestic Shorthair Mix,White/Flame Point
A674738,Gerald,5/27/14 8:34,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Cream Tabby
A664519,,10/10/13 11:45,0,Aggressive,Dog,Male,6,Carolina Dog Mix,Sable
A702560,Batman,7/7/15 7:56,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A703899,River,7/31/15 12:29,1,,Dog,Female,2,Pit Bull Mix,Brown/White
A659043,Lala,10/11/13 17:17,1,,Dog,Female,6,Australian Cattle Dog Mix,Blue Merle
A703915,Abe,6/5/15 11:29,1,,Dog,Male,2,Australian Shepherd Mix,White/Brown
A693213,Bentley,12/8/14 18:12,1,,Dog,Male,<1,Pug/Chihuahua Shorthair,Black/White
A720774,Belle,2/20/16 18:04,1,,Dog,Female,1,Anatol Shepherd Mix,White/Brown Brindle
A709232,,11/2/15 15:44,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A718101,Ginger,1/3/16 17:27,1,,Cat,Female,<1,Domestic Shorthair Mix,Cream Tabby
A695360,Jake,1/19/15 14:30,1,,Dog,Male,1,Chihuahua Shorthair Mix,White/Brown Brindle
A683645,Jd,9/6/14 7:42,1,Foster,Dog,Male,<1,Border Collie Mix,Sable/White
A696237,Sam,1/31/15 15:19,1,,Dog,Male,4,Toy Poodle Mix,White/Cream
A719923,Tubbins Mclo,2/1/16 14:53,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A708774,Chiquita,7/31/15 14:42,0,Suffering,Dog,Female,6,Chihuahua Shorthair Mix,Brown
A694237,Valentine,12/23/14 9:31,0,Suffering,Dog,Male,3,Standard Poodle Mix,Black
A701660,Mowgli,5/7/15 12:10,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A702543,Lacey,5/24/15 12:54,1,,Dog,Female,2,Chihuahua Longhair Mix,Tricolor
